1033,C
1034,A
1035,C
1036,C
1037,B
1038,A
1039,A
1040,B
1041,A
1042,A
1043,A
1044,B
1045,C
1046,C
1047,A
1048,C
1049,A
1050,B
1051,B
1052,A
1053,C
1054,C
1055,C
1056,B
1057,B
1058,A
1059,A
1060,B
1061,C
1062,A
1063,C
1064,C
1065,C
1066,B
1067,C
1068,C
1069,C
1070,A
1071,B
1072,A
1073,C
1074,C
1075,A
1076,B
1077,C
1078,A
1079,B
1080,A
1081,C
1082,B
1083,B
1084,C
1085,C
1086,B
1087,C
1088,B
1089,B
1090,A
1091,B
1092,A
1093,C
1094,C
1095,A
1096,C
1097,A
1098,A
1099,C
1100,A
1101,C
1102,C
1103,C
1104,C
1105,C
1106,C
1107,C
1108,B
1109,A
1110,A
1111,C
1112,B
1113,A
1114,C
1115,C
1116,A
1117,B
1118,B
1119,C
1120,B
1121,C
1122,A
1123,C
1124,A
1125,C
1126,A
1127,C
1128,A
1129,B
1130,C
1131,B
1132,C
1133,A
1134,C
1135,A
1136,B
1137,B
1138,C
1139,C
1140,B
1141,B
1142,B
1143,A
1144,B
1145,A
1146,B
1147,A
1148,A
1149,A
1150,A
1151,C
1152,C
1153,A
1154,A
1155,A
1156,C
1157,B
1158,A
1159,B
1160,C
1161,A
1162,B
1163,B
1164,A
1165,B
1166,C
1167,C
1168,A
1169,A
1170,A
1171,B
1172,B
1173,B
1174,B
1175,A
1176,A
1177,B
1178,B
1179,B
1180,A
1181,C
1182,B
1183,C
1184,C
1185,B
1186,C
1187,B
1188,B
1189,C
1190,C
1191,B
1192,C
1193,A
1194,B
1195,B
1196,A
1197,C
1198,C
1199,A
1200,B
1201,C
1202,C
1203,A
1204,A
1205,B
1206,B
1207,C
1208,B
1209,B
1210,A
1211,B
1212,A
1213,C
1214,C
1215,B
1216,A
1217,A
1218,A
1219,B
1220,A
1221,A
1222,A
1223,A
1224,B
1225,B
1226,B
1227,B
1228,C
1229,C
1230,C
1231,A
1232,A
1233,C
1234,C
1235,B
1236,B
1237,B
1238,B
1239,A
1240,C
1241,A
1242,A
1243,C
1244,C
1245,C
1246,C
1247,A
1248,B
1249,C
1250,C
1251,C
1252,A
1253,A
1254,A
1255,A
1256,A
1257,B
1258,B
1259,B
1260,C
1261,C
1262,B
1263,B
1264,C
1265,A
1266,A
1267,B
1268,C
1269,B
1270,A
1271,C
1272,B
1273,C
1274,C
1275,C
1276,B
1277,B
1278,B
1279,C
1280,A
1281,A
1282,B
1283,C
1284,A
1285,B
1286,B
1287,B
1288,A
1289,A
1290,A
1291,A
1292,C
1293,C
1294,C
1295,B
1296,C
1297,C
1298,A
1299,A
1300,C
1301,A
1302,A
1303,C
1304,C
1305,A
1306,A
1307,A
1308,C
1309,B
1310,B
1311,C
1312,B
1313,B
1314,A
1315,C
1316,A
1317,B
1318,B
1319,A
1320,A
1321,B
1322,B
1323,B
1324,A
1325,C
1326,B
1327,C
1328,A
1329,C
1330,B
1331,A
1332,A
1333,B
1334,B
1335,B
1336,C
1337,A
1338,B
1339,B
1340,A
1341,C
1342,B
1343,A
1344,C
1345,C
1346,A
1347,C
1348,A
1349,C
1350,C
1351,C
1352,C
1353,C
1354,B
1355,B
1356,C
1357,A
1358,C
1359,A
1360,A
1361,A
1362,A
1363,B
1364,A
1365,B
1366,A
1367,C
1368,C
1369,B
1370,C
1371,A
1372,C
1373,A
1374,A
1375,A
1376,B
1377,C
1378,C
1379,B
1380,A
1381,B
1382,A
1383,B
1384,B
1385,B
1386,A
1387,A
1388,A
1389,B
1390,B
1391,A
1392,B
1393,A
1394,A
1395,B
1396,C
1397,C
1398,A
1399,B
1400,B
1401,C
1402,C
1403,C
1404,C
1405,B
1406,A
1407,C
1408,A
1409,C
1410,B
1411,B
1412,A
1413,B
1414,C
1415,A
1416,A
1417,B
1418,C
1419,A
1420,A
1421,C
1422,B
1423,B
1424,C
1425,C
1426,B
1427,A
1428,C
1429,A
1430,A
1431,A
1432,A
1433,A
1434,C
1435,B
1436,A
1437,A
1438,C
1439,B
1440,A
1441,A
1442,A
1443,C
1444,C
1445,C
1446,A
1447,B
1448,B
1449,C
1450,C
1451,A
1452,B
1453,A
1454,C
1455,A
1456,C
1457,C
1458,C
1459,C
1460,C
1461,B
1462,C
1463,A
1464,A
1465,B
1466,A
1467,B
1468,B
1469,B
1470,A
1471,B
1472,B
1473,A
1474,B
1475,A
1476,A
1477,A
1478,B
1479,A
1480,A
1481,B
1482,A
1483,C
1484,B
1485,B
1486,B
1487,C
1488,B
1489,B
1490,A
1491,A
1492,B
1493,C
1494,A
1495,A
1496,B
1497,A
1498,A
1499,C
1500,A
1501,C
1502,B
1503,B
1504,B
1505,B
1506,A
1507,A
1508,B
1509,A
1510,A
1511,B
1512,C
1513,C
1514,A
1515,B
1516,C
1517,B
1518,B
1519,B
1520,A
1521,B
1522,A
1523,A
1524,B
1525,A
1526,B
1527,B
1528,B
1529,A
1530,B
1531,A
1532,B
1533,B
1534,B
1535,B
1536,C
1537,C
1538,A
1539,B
1540,A
1541,C
1542,C
1543,C
1544,C
1545,C
1546,A
1547,B
1548,A
1549,C
1550,A
1551,B
1552,C
1553,C
1554,A
1555,C
1556,C
1557,B
1558,A
1559,C
1560,C
1561,B
1562,A
1563,C
1564,B
1565,A
1566,C
1567,C
1568,B
1569,A
1570,A
1571,B
1572,A
1573,A
1574,B
1575,A
1576,A
1577,A
1578,C
1579,B
1580,A
1581,B
1582,A
1583,C
1584,C
1585,B
1586,C
1587,A
1588,C
1589,A
1590,C
1591,C
1592,A
1593,A
1594,C
1595,B
1596,C
1597,B
1598,C
1599,A
1600,B
1601,B
1602,B
1603,B
1604,A
1605,A
1606,B
1607,B
1608,C
1609,C
1610,A
1611,C
1612,B
1613,A
1614,C
1615,A
1616,C
1617,A
1618,B
1619,B
1620,A
1621,C
1622,B
1623,B
1624,A
1625,B
1626,B
1627,A
1628,A
1629,A
1630,B
1631,C
1632,C
1633,B
1634,B
1635,C
1636,A
1637,A
1638,A
1639,B
1640,A
1641,A
1642,B
1643,A
1644,B
1645,A
1646,B
1647,B
1648,A
1649,C
1650,B
1651,A
1652,B
1653,C
1654,C
1655,B
1656,C
1657,B
1658,B
1659,C
1660,C
1661,B
1662,C
1663,B
1664,C
1665,A
1666,C
1667,A
1668,C
1669,C
1670,B
1671,C
1672,A
1673,A
1674,B
1675,C
1676,B
1677,B
1678,C
1679,A
1680,A
1681,A
1682,B
1683,B
1684,C
1685,B
1686,A
1687,B
1688,A
1689,B
1690,C
1691,B
1692,B
1693,B
1694,C
1695,B
1696,A
1697,B
1698,B
1699,B
1700,C
1701,A
1702,B
1703,B
1704,B
1705,B
1706,B
1707,C
1708,C
1709,A
1710,C
1711,A
1712,C
1713,A
1714,B
1715,A
1716,A
1717,A
1718,C
1719,A
1720,C
1721,C
1722,A
1723,A
1724,B
1725,C
1726,B
1727,A
1728,B
1729,A
1730,C
1731,A
1732,B
1733,B
1734,B
1735,B
1736,A
1737,A
1738,C
1739,B
1740,C
1741,C
1742,A
1743,B
1744,A
1745,A
1746,A
1747,B
1748,B
1749,A
1750,C
1751,C
1752,C
1753,B
1754,B
1755,A
1756,C
1757,A
1758,A
1759,A
1760,B
1761,C
1762,A
1763,B
1764,A
1765,B
1766,A
1767,A
1768,C
1769,B
1770,A
1771,B
1772,C
1773,A
1774,B
1775,B
1776,A
1777,B
1778,C
1779,C
1780,B
1781,A
1782,B
1783,C
1784,A
1785,A
1786,B
1787,A
1788,C
1789,C
1790,A
1791,B
1792,B
1793,C
1794,A
1795,B
1796,C
1797,B
1798,B
1799,C
1800,C
1801,A
1802,C
1803,A
1804,B
1805,C
1806,C
1807,B
1808,B
1809,A
1810,C
1811,C
1812,B
1813,A
1814,B
1815,A
1816,C
1817,B
1818,C
1819,A
1820,A
1821,A
1822,B
1823,A
1824,B
1825,B
1826,C
1827,C
1828,A
1829,A
1830,A
1831,A
1832,C
1833,C
1834,A
1835,A
1836,C
1837,A
1838,C
1839,B
1840,C
1841,A
1842,C
1843,B
1844,A
1845,A
1846,A
1847,B
1848,C
1849,B
1850,C
1851,B
1852,C
1853,A
1854,C
1855,A
1856,A
1857,C
1858,B
1859,C
1860,B
1861,A
1862,A
1863,B
1864,C
1865,B
1866,A
1867,B
1868,B
1869,C
1870,A
1871,C
1872,A
1873,C
1874,B
1875,B
1876,A
1877,B
1878,C
1879,B
1880,B
1881,C
1882,C
1883,B
1884,C
1885,B
1886,A
1887,C
1888,A
1889,B
1890,A
1891,B
1892,B
1893,B
1894,A
1895,C
1896,B
1897,C
1898,B
1899,C
1900,A
1901,A
1902,A
1903,A
1904,B
1905,C
1906,B
1907,A
1908,A
1909,B
1910,C
1911,A
1912,A
1913,B
1914,B
1915,C
1916,C
1917,A
1918,A
1919,B
1920,C
1921,B
1922,C
1923,B
1924,A
1925,C
1926,A
1927,A
1928,C
1929,B
1930,C
1931,B
1932,C
1933,C
1934,B
1935,A
1936,C
1937,B
1938,B
1939,B
1940,C
1941,A
1942,B
1943,A
1944,B
1945,A
1946,A
1947,C
1948,A
1949,C
1950,A
1951,A
1952,B
1953,A
1954,A
1955,C
1956,C
1957,A
1958,A
1959,A
1960,C
1961,A
1962,C
1963,A
1964,C
1965,A
1966,C
1967,B
1968,C
1969,A
1970,C
1971,A
1972,B
1973,A
1974,C
1975,B
1976,A
1977,B
1978,A
1979,A
1980,C
1981,B
1982,B
1983,C
1984,A
1985,A
1986,C
1987,A
1988,A
1989,B
1990,B
1991,C
1992,B
1993,C
1994,B
1995,B
1996,C
1997,B
1998,B
1999,C
2000,B
2001,B
2002,B
2003,A
2004,C
2005,C
2006,A
2007,B
2008,C
2009,B
2010,A
2011,C
2012,C
2013,C
2014,A
2015,C
2016,A
2017,A
2018,A
2019,A
2020,A
2021,C
